"text","label","pairs_diff"
"It's not just in case of an emergency. It's for everyday life. When I have to learn Spanish just to order a burger at the local Micky Dee's, that's a problem. Or when I'm trying to get some help at Wally World. So yes, I think that we need to establish a national language. ""Should an English speaker learn to speak Spanish if they're going to Miami, LA or or other city where 99  of the language spoken is Spanish?""No, because LA is in California, which is in the US, and most of the US speaks English.","1","NP,@S,4.48	VP,.,4.14	VP,PP,0.24	VP,ADVP,0.77	VBZ,RB,5.90	IN,NP,1.62	NP,PP,0.14	IN,NP,0.21	DT,NN,0.14	"
"Yeah, free to do whatever you want without worrying about the consequences. The joy of a life without believing in God.","1","INTJ,@S,2.33	,,@S,1.94	NP,@S,0.55	NP,SBAR,5.19	TO,VP,0.23	VB,S,1.21	NP,NP,5.50	VP,.,0.24	VBP,PP,0.03	IN,S,0.01	VBG,PP,0.09	IN,NP,0.28	DT,NNS,0.03	"
"You really have a rather macabre streak in you, Jim. Public executions and dinosaurs eating cows.......  p","1","NP,@S,1.75	ADVP,@S,0.72	VP,.,0.50	VBP,NP,0.57	NP,PP,1.34	DT,@NP,0.56	ADJP,NN,0.90	RB,JJ,1.34	IN,NP,0.95	NP,NP,1.14	NP,,,0.01	"
"The idea of abortion as population control is absurd, especially forced abortions as someone mentioned a few posts ago. Anyone who has read a biology book knows the world has methods of population control on its own, we don't need to be doing stuff like that ourselves.This stat sounds more than a bit inflated. Seeing as it comes from a website called ""women's issues"" it is probably not all that credible.","1","S,@S,2.04	NP,VP,3.75	NP,PP,1.07	DT,NN,0.02	IN,NP,0.99	NP,PP,0.59	IN,NP,0.32	NN,NN,1.86	VBZ,ADJP,5.59	,,@S,4.30	NP,@S,2.66	NP,PP,1.33	RB,@NP,1.71	VBN,NNS,5.28	IN,NP,0.03	VP,.,0.27	VBD,ADVP,0.11	NP,RB,0.38	DT,@NP,0.05	JJ,NNS,0.23	"
"true","1",""
"So stupendously unlikely is the perfect mutation at the perfect time that calculating the odds against it taking place even once exceeds our imaginative capacity. It is, in fact, a miracle. Now multiply this improbability for all the useful traits belonging to more than fifty million life forms, and you see just how profoundly and irredeemably implausible neo Darwinism really is.","1","RB,@S,8.99	S,@S,0.16	RB,@ADJP,7.59	JJ,SBAR,8.14	VBZ,NP,7.24	NP,PP,0.58	DT,@NP,5.05	JJ,NN,10.06	IN,NP,7.22	NP,SBAR,5.37	DT,@NP,7.31	JJ,NN,10.29	WHNP,S,2.36	VP,PP,0.11	VBG,NP,0.62	DT,NNS,0.04	IN,S,2.45	NP,VP,2.06	VP,ADVP,2.05	VBG,NP,0.02	RB,RB,0.01	VP,.,6.67	VBZ,NP,3.41	PRP$,@NP,5.42	JJ,NN,9.30	"
"Said like a cruel evil person who has no concern for his fellow man.","1","NP,.,3.03	NP,PP,4.69	IN,NP,4.45	NP,SBAR,0.62	DT,@NP,1.95	JJ,@NP,4.76	JJ,NN,4.97	WHNP,S,3.39	VBZ,NP,3.51	NP,PP,2.75	DT,NN,5.94	IN,NP,0.08	PRP$,@NP,0.50	JJ,NN,0.01	"
"Go for it. But as long as that Bible exists it will always be a sin. God is not fooled.","1","VP,.,0.72	VB,PP,0.36	IN,NP,0.03	"
"The historical Gospels bust your sorry butt all day long. LOL!!","1","NP,.,5.77	NP,NP,6.21	DT,@NP,0.56	JJ,@NP,0.03	NNPS,NN,0.70	NP,NP-TMP,6.05	PRP$,@NP,4.18	ADJP,NN,1.45	DT,@NP-TMP,0.45	NN,RB,0.03	"
"Well then, why the bloody hell would we trust your carnal mind to tell us about the things of God, or in fact why would we trust the carnal minds of the writers of the Bible to tell us about the things of God.","1","FRAG,@SBARQ,5.74	ADVP,RB,0.00	,,@SBARQ,6.11	SBARQ,.,5.52	WHADVP,SQ,2.01	WRB,NP,1.38	DT,@NP,1.52	JJ,NN,2.75	SQ,VP,0.52	MD,NP,0.01	VP,S,3.32	VB,NP,0.20	PRP$,@NP,0.94	JJ,NN,0.19	TO,VP,0.27	VP,SBAR,0.86	VP,PP,0.68	VB,NP,5.88	PP,PP,0.06	PP,CC,0.52	PP,,,0.16	IN,NP,0.11	NP,PP,0.03	DT,NNS,0.00	IN,NP,0.02	IN,NP,0.00	WHADVP,SQ,3.20	SQ,VP,5.10	MD,NP,0.01	VP,S,4.12	VB,NP,3.11	NP,PP,2.16	DT,@NP,3.11	JJ,NNS,0.13	IN,NP,0.15	NP,PP,0.00	DT,NNS,0.05	IN,NP,0.01	DT,NNP,0.03	TO,VP,0.28	VP,PP,0.42	VB,NP,5.88	IN,NP,0.11	NP,PP,0.03	DT,NNS,0.00	IN,NP,0.02	"
"Do you think he's wrong when he stated that Darwin never used the term ""Survival of the Fittest?""","1","S,'',4.20	VP,.,4.81	VB,S,3.53	NP,VP,3.76	VB,SBAR,5.15	NP,VP,5.13	VP,SBAR,2.59	VBZ,ADJP,5.81	WHADVP,S,2.11	NP,VP,2.12	VBD,SBAR,2.19	IN,S,2.11	NP,@S,2.82	ADVP,VP,0.65	VBD,S,0.23	S,NP,0.22	NP,``,0.02	DT,NN,0.03	NP,PP,0.00	IN,NP,0.19	DT,NNP,0.22	"
"This is enough for me to realize that you do not understand what you are talking about.","1","NP,@S,3.76	VP,.,2.83	VP,S,2.00	VBZ,ADJP,0.71	RB,PP,0.15	IN,NP,5.46	TO,VP,1.57	VB,SBAR,1.23	IN,S,1.29	NP,VP,2.30	VP,VP,1.22	VBP,RB,5.90	VB,SBAR,0.81	WHNP,S,1.10	NP,VP,0.48	VBP,VP,0.02	VBG,ADVP,0.01	"
"Whether it is man made or natural or both factors work together  I think it is the beginning of serious changes in the atmosphere.","1","SBAR,@S,1.78	IN,S,0.01	S,S,1.18	S,CC,0.81	NP,VP,0.33	VBZ,NP,0.30	NP,ADJP,0.17	ADJP,JJ,0.02	VBN,CC,0.01	NP,VP,0.58	DT,NNS,0.06	VBP,ADVP,0.00	NP,@S,1.57	VP,.,1.02	VBP,SBAR,0.26	NP,VP,0.65	VBZ,NP,0.45	NP,PP,0.07	DT,NN,0.01	IN,NP,0.08	NP,PP,0.03	JJ,NNS,0.02	IN,NP,0.09	DT,NN,0.00	"
"Maybe they dont' rejest the bible teachings, but interpret it differently than you.","1","ADVP,@S,6.37	NP,@S,5.57	S,.,3.91	S,S,7.68	S,,,1.22	VP,NP,0.53	VBP,'',0.23	NP,NP,0.19	DT,@NP,0.03	JJ,NNS,0.00	ADVP,@VP,5.70	VB,NP,2.65	NP,PP,2.06	ADVP,@PP,0.03	IN,NP,0.01	"
"According to what? Are you saying you should be able to kill a baby 2 inches from being born if you wanted? It isn't born yet.","1","PP,.,0.54	VBG,PP,0.08	TO,NP,0.01	"
"So we should just completly screw them over, and let everything we have faught for go down in vain?","1","IN,@S,4.29	NP,@S,5.91	VP,.,5.14	VP,VP,4.03	VP,ADVP,0.20	MD,ADVP,0.00	VP,VP,0.23	VP,CC,1.13	VP,,,0.69	VP,PRT,0.05	VB,NP,0.23	VB,NP,1.17	NP,SBAR,1.34	NP,VP,1.94	VBP,VP,2.18	VBN,PP,2.13	IN,S,2.81	VP,PP,0.14	VB,PRT,0.01	IN,NP,0.13	"
"You didn't mind commenting about God ('the Lord's prophets') just before I wrote my question above to you, so why are you running scared or bugging out now?Looks to me like you couldn't answer the question. So where's the beef? Answer the question?  Tell me how God creates mankind with free will but at the same time doesn't allow man to sin?","1","NP,@S,5.22	VP,.,4.69	VP,SBAR,4.13	VBD,PRN,0.31	S,-RRB-,0.61	NP,VP,0.24	VB,VP,0.34	VP,S,0.21	VBG,NP,0.22	NP,NNS,0.37	NP,NP,0.72	NP,NP,0.11	NP,-LRB-,0.80	NP,NP,0.08	``,DT,0.01	NNP,POS,0.21	RB,@SBAR,2.61	IN,S,0.33	NP,VP,0.43	VP,SBAR,11.09	VP,,,5.31	VP,PP,5.72	VBD,NP,0.12	PRP$,NN,0.01	IN,PP,0.18	TO,NP,0.00	RB,@SBAR,4.89	WHADVP,S,3.68	VBP,S,3.47	NP,VP,3.93	VP,VP,3.36	VP,CC,0.08	VBG,ADVP,0.04	VP,PP,0.56	VP,NP,0.16	VBG,PRT,5.91	TO,NP,0.82	NP,SBAR,6.82	IN,S,0.82	NP,VP,0.92	VP,VP,4.86	MD,RB,0.02	VB,NP,0.04	DT,NN,0.01	"
"Does a cheese grater count?Or how about this? One guy held up three separate banks with a simple knife.","1","VP,.,0.55	VBZ,S,6.53	S,NP,1.52	NP,ADVP,2.42	DT,@NP,2.05	NN,@NP,0.17	NN,NN,0.00	RB,DT,0.02	"
"and are only trying to earn themselves brownie points in heavan.","1","CC,@S,4.07	VP,.,3.41	VP,VP,1.34	VBP,ADVP,0.05	VBG,S,0.53	TO,VP,0.85	VP,NP,0.12	VB,NP,0.00	NP,PP,1.29	NN,NNS,0.22	IN,NP,0.23	"
"I'd sooner trust Mr. Injustice Scalia to be impartial. emoticonXRolleyes But as I say, you guys want to mudwrestle and judge mudwrestling, go right ahead.","1","NP,@S,1.25	VP,.,0.71	VP,VP,0.43	MD,ADVP,0.01	VB,S,0.17	NP,VP,0.31	NNP,@NP,0.03	NNP,NNP,0.00	TO,VP,0.03	VB,ADJP,0.23	"
"see for yourselves. the fact remains that in the caribbean, the small towns and the pre invasion african countries, poverty and crime was near nil. yes criminals existed, but not in the rampant way we see today. and yes people had no money, but everyone was self sufficient and contented with the standard of life. there were no huge social gaps like there are today.","1","VP,.,3.33	VB,PP,1.00	IN,NP,0.12	"
"Here's a picture of what erosion can do.http   upload.wikimedia.org wikipedi... Bend 1 md.jpgA nameless person here believes that a fossil eroding from the surface at the base of the cliff is of the same age as one found at the top of the cliff. After all, they are both found on the surface. But that's the logic of creationism.","1","S,.,2.81	S,S,0.38	S,:,0.93	NP,VP,0.21	VBZ,NP,0.22	NP,PP,1.20	DT,NN,0.01	IN,SBAR,1.03	WHNP,S,0.90	NP,VP,0.32	MD,VP,0.35	VB,NP,0.19	NN,NNS,0.00	NP,@S,1.56	NP,NP,0.10	NNP,@NP,0.05	CD,NN,0.20	JJ,NN,0.23	ADVP,VP,2.14	VBZ,SBAR,1.71	IN,S,2.74	NP,VP,4.09	NP,VP,0.15	DT,NN,0.21	VBG,PP,0.07	IN,NP,0.19	NP,PP,0.16	DT,NN,0.01	IN,NP,0.22	NP,PP,0.17	DT,NN,0.00	IN,NP,0.19	DT,NN,0.22	VBZ,PP,3.07	IN,NP,3.19	NP,PP,3.47	DT,@NP,0.05	JJ,NN,0.03	IN,NP,5.21	NP,VP,2.91	VBN,PP,1.88	IN,NP,3.31	NP,PP,1.36	DT,NN,0.15	IN,NP,0.19	DT,NN,0.22	"
"AN AK 47 assault rifle, a high calibre sniper rifle and machine guns are among a large cache of weapons uncovered by police in a sting operation culminating in a series of Sydney raids.Undercover officers bought a range of illegal guns, including the AK 47, over a series of months from a targeted supplier.In a similar raid yesterday, in Powder Works Road, Elanora Heights, officers seized a large cache of weapons. It included a 22 Magnum revolver, a 12 gauge shotgun, a .410 calibre shotgun and ammunition, two .22 calibre rifles, two Lee Enfield .303 bolt action rifles, a M6 Scout dual calibre shotgun rifle, a .270 calibre bolt action rifle, a .45 calibre muzzle loading rifle, a 22 250 calibre bolt action rifle andXa Martini Action rifle.","1","NP,@S,0.50	NP,NP,5.35	NP,CC,4.48	NP,NP,6.62	NP,,,3.69	DT,@NP,3.90	NNP,@NP,3.87	CD,@NP,4.00	NN,NN,4.23	DT,@NP,1.85	JJ,@NP,5.79	NN,@NP,0.04	NN,NN,0.00	NN,NNS,0.02	VP,.,4.93	VBP,PP,4.64	IN,NP,6.26	NP,PP,6.68	DT,@NP,0.09	JJ,NN,0.24	IN,NP,6.69	NP,PP,2.54	NP,,,3.70	NP,PP,2.57	NP,,,1.49	NP,VP,3.35	NP,VP,2.40	VP,PP,1.43	VBN,PP,0.23	IN,NP,0.01	IN,NP,1.44	NP,VP,0.67	DT,@NP,0.21	NN,NN,0.24	VBG,PP,0.58	IN,NP,0.36	NP,PP,0.46	DT,NN,0.01	IN,NP,0.20	NNP,@NP,0.12	NNP,NNS,0.00	VBD,NP,1.81	NP,PP,0.85	DT,NN,0.11	IN,NP,0.00	JJ,NNS,0.89	VBG,NP,0.01	DT,@NP,0.03	NNP,CD,0.00	IN,NP,3.01	NP,PP,3.13	DT,NN,0.01	IN,NP,3.55	NP,PP,4.54	IN,NP,4.95	NP,SBAR,4.33	DT,@NP,0.32	ADJP,NN,0.24	NP,@S,3.14	DT,@NP,0.04	JJ,@NP,0.28	NN,NN,0.21	,,@S,2.28	PP,@S,4.68	IN,NP,3.53	NP,NP,4.17	NP,,,3.20	NNP,@NP,3.87	NNP,NNP,0.03	NNP,NNP,0.00	,,@S,1.38	NP,VP,1.16	VBD,NP,0.76	NP,PP,0.15	DT,@NP,0.09	JJ,NN,0.24	IN,NP,0.23	"
"My father never lied and if he were still alive, he'd smash your face in.","1","S,.,5.25	S,S,3.56	S,CC,1.42	NP,@S,1.32	PRP$,NN,0.03	ADVP,VP,0.28	SBAR,@S,5.02	IN,S,2.68	NP,VP,3.15	VP,ADJP,5.21	VBD,ADVP,0.01	,,@S,3.82	NP,VP,2.65	MD,VP,2.47	VP,PP,0.57	VB,NP,0.30	PRP$,NN,0.01	"
"yeah, as I said, a lot of the polls seem to contradict each other. If I get a chance (I am at work) I will make a post showing what I mean by trend...However, looking at it now..it really means nothing because all the polls seem messed up.","1","NP,@S,6.99	,,@S,3.64	SBAR,@S,2.76	IN,S,0.22	NP,VP,0.01	,,@S,1.69	NP,@S,3.72	NP,PP,0.19	DT,NN,0.01	IN,NP,0.19	DT,NNS,0.22	VP,.,0.95	VBP,S,0.43	TO,VP,0.64	VB,NP,0.10	DT,JJ,0.01	"
"Highly unlikely. http   www.washingtontimes.com natio...5634 1828r.htmShe is well known for extremist views. She will not garner the support of the necessary moderates.","1","ADJP,.,0.35	RB,JJ,0.08	"
"I recommend leaving a night light on and sleeping with one eye open. That boogeyman is MEAN. You hf. emoticonXHoho Waxy","1","NP,@S,5.30	VP,.,3.89	VBP,S,4.71	S,ADJP,5.67	VP,VP,0.59	VP,CC,0.35	VP,PP,0.28	VBG,NP,0.71	DT,@NP,0.05	NN,NN,0.08	VBG,PP,0.83	IN,NP,0.10	CD,NN,0.00	"
"I suppose we will just have to agree to disagree. IMHO, the good reason is to prevent a wholesale bloodbath in the streets.I live in a concealed carry state, and I am terrified every time I walk down the street not knowing what lunatic is armed and angry.emoticonXAngry","1","NP,@S,2.56	VP,.,2.06	VBP,SBAR,1.15	NP,VP,2.00	VP,VP,1.60	MD,ADVP,0.00	VB,S,0.77	TO,VP,0.76	VB,S,0.59	TO,VP,0.03	"
"It's a sin, Matthew. And homosexual relations are unnatural, according to scripture. Are there other Scriptures in the New Testament which deal with homosexuality?Yes. Romans 1 24 27  I Timothy 1 10 and Jude 7. If one takes these Scriptures seriously, homosexuality will be recognized as an evil. The Romans passage is unmistakably clear. Paul attributes the moral depravity of men and women to their rejection of ""the truth of God"" (1 25). They refused ""to retain God in their knowledge"" (1 28), thereby dethroning God and deifying themselves. The Old Testament had clearly condemned homosexuality but in Paul's day there were those persons who rejected its teaching. Because of their rejection of God's commands He punished their sin by delivering them over to it.","1","NP,@S,3.26	VP,.,2.40	VBZ,NP,1.92	NP,NP,1.56	NP,,,1.04	DT,NN,4.24	"
"A federal judge has blocked the implementation of a new Arizona law that would strip same sex domestic partners who are state employees of family health care benefits. The judge ruled that the new law violates the equal protection clause of the 14th amendment to the U.S. constitution. Check out the story in the Arizona Republic  Judge blocks Arizona law on domestic partner benefits","1","NP,@S,3.38	DT,@NP,0.31	JJ,NN,0.25	VP,.,1.85	VBZ,VP,1.90	VBN,NP,2.07	NP,PP,1.35	DT,NN,0.22	IN,NP,1.37	NP,SBAR,1.90	DT,@NP,0.67	JJ,@NP,5.88	NNP,NN,0.30	WHNP,S,1.18	MD,VP,0.60	VB,NP,0.90	NP,SBAR,1.52	JJ,@NP,0.27	NN,@NP,5.12	JJ,NNS,0.01	WHNP,S,2.41	VBP,NP,1.98	NP,PP,3.51	NN,NNS,0.25	IN,NP,4.31	NN,@NP,3.51	NN,@NP,3.92	NN,NNS,0.13	"
"Once again cookie, I have shown you clearly that ahm a dam nut job wants to force the return of the 12th imam through the 3rd world war. That is his method of forcing islam onto the world as the one true religion. And all of your excuses and justifications for what he represents wont change that aspect of his beliefs and agenda.","1","SBAR,@S,6.22	RB,S,0.16	ADVP,ADJP,0.23	,,@S,5.56	NP,@S,4.45	VP,.,3.87	VBP,VP,2.68	VP,SBAR,2.48	VP,ADVP,0.16	VBN,NP,0.16	IN,S,1.39	NP,VP,0.38	NP,NP,1.39	DT,@NP,1.18	NN,@NP,0.78	NN,NN,0.20	VBZ,S,5.19	TO,VP,0.12	VP,PP,1.68	VB,NP,1.41	NP,PP,0.42	DT,NN,0.12	IN,NP,1.23	DT,@NP,1.08	JJ,NN,0.10	IN,NP,0.13	DT,@NP,0.02	JJ,@NP,0.25	NN,NN,5.62	"
"Ftpaaaagh! Clive! 'Twas the other way around. For 'twas us Vikings who gave you Brits all your culture. I am sharpening my double headed axe as I post this. emoticonXMad","1","NP,.,0.22	"
"John 7 24""Judge not according to the appearance, but judge righteous judgment""","1","NP,PP,1.77	NP,NP,2.93	NP,ADVP,4.95	NP,NP,1.34	CD,CD,0.20	``,NNP,0.23	VBG,PP,0.07	TO,NP,0.06	NP,'',0.01	NP,NP,0.33	NP,ADVP,0.75	NP,,,0.45	DT,NN,0.03	NN,@NP,0.08	JJ,NN,0.31	"
"it's the other way around","1","NP,VP,0.35	VP,ADVP,0.15	VBZ,NP,0.06	DT,@NP,0.01	JJ,NN,0.00	"
"i have no facts but would speculate it was more about punishing those who chose not to marry(rogues) than the other way around. ever notice how wives often have a problem with their husband's single guy friends?","1","NP,@S,4.75	VP,.,3.34	VP,VP,1.46	VP,CC,1.05	VBP,NP,1.06	DT,NNS,5.59	MD,VP,1.22	VB,SBAR,1.02	NP,VP,1.08	VP,VP,0.22	VBD,ADVP,0.23	RBR,IN,0.02	VBG,NP,0.40	NP,SBAR,1.35	WHNP,S,2.01	VBD,S,3.57	RB,VP,5.29	TO,VP,0.48	VP,PP,0.34	VB,NP,0.10	-LRB-,@NP,0.45	NNS,-RRB-,0.36	IN,NP,0.01	DT,@NP,0.04	JJ,@NP,0.00	NN,IN,0.00	"
"You have just proven my point MWLA, from your first link, 2nd paragraph at top of page.","1","NP,@S,4.71	VP,.,4.25	VP,VP,3.38	VBP,ADVP,0.00	VP,PP,1.74	VP,,,1.18	VBN,NP,0.69	PRP$,@NP,0.39	NN,NN,0.24	IN,NP,0.66	NP,NP,0.15	NP,,,0.25	PRP$,@NP,0.56	JJ,NN,0.12	NP,PP,1.22	JJ,NN,0.00	IN,NP,0.68	NP,PP,0.14	IN,NP,0.02	"
"the question was about whales. pay attention will you? you're right  i didn't type anything in at all. i just asked huntard to prove his claim. but in response to your propaganda piece, here's some opposing evidence. the third problem, 'as zimmer acknowledges', is that there aren t very many early whale fossils. does that surprise you? evolutionists have probably led you to believe that the fossil evidence for whale evolution is, pardon the expression, rock solid. but there isn t really that much 'hard' evidence. whale evolution is mostly imaginary, or speculative at best. since whales are mammals, evolutionists imagined that a land going mammal must have returned to the sea. at first, they imagined this without any fossil evidence. so, they went looking for fossils to support their preconceived ideas. the first hint that they were probably right came in 1983, when researcher phil gingerich found a 52 million year old skull in shallow deposits in pakistan. although fragmentary, the skull had teeth that were nearly identical with those of mesonychids and the archaeocetes.   despite the whale like characteristics of the skull, however, pakicetus lacked two important adaptations which are present in modern whales. in living whales, the ears contain large sinuses that can be filled with blood, allowing the animal to maintain pressure while diving. modern whales also transmit sound vibrations to the inner ear using a 'fat pad', which allows them to hear directionally underwater. pakicetus lacked both of these features, indicating that it was unable to dive deeply and that it could not hear well underwater. these anatomical clues meshed well with its habitat, since the pakicetus bones were found in deposits that had been laid down at the mouth of a river on the shore of a shallow sea, where the opportunities for deep diving would be limited. although no post cranial bones of pakicetus were found, it seemed logical to assume, from the teeth and ear structure, that the animal spent a great deal of time in shallow water looking for food, but returned to the land to rest, somewhat like a modern sea lion.   the earliest known cetacean, pakicetus, demonstrates a mixture of traits which are unique to the terrestrial mesonychids as well as marine whales, and indicates that the cetaceans are descended from the mesonychid carnivores. although we have not found any post cranial bones from pakicetus yet, ... 5 consider what this evolutionist has just told us. first, they haven t found any post cranial bones of pakicetus.  since this essay was written, they have found some post cranial bones.  post cranial bones are bones below the skull. so, all they have found is a skull. they don t have a single pakicetus rib. they don t have any pakicetus vertebrae. no other bones of any kind. just a skull  and a fragmentary one at that. why do they think it came from a whale ancestor? because its teeth look like whale teeth. but when they look at the ear bones, there is nothing to indicate that it could hear underwater. the skull was found in association with other fossils that lived on the bank of a river or along the sea shore. yet it  demonstrates a mixture of traits which are unique to the terrestrial mesonychids as well as marine whales, and indicates that the cetaceans  whales  are descended from the mesonychid carnivores.  in a whale of trouble so the claim is made based only on the teeth because no other evidence supports such a conclusion. that's real complete and reliable information that justifies making such an absolute claim from. not!!! emoticonxdonno","1","NP,@S,0.18	DT,NN,0.01	VP,.,0.17	VBD,PP,0.21	IN,NP,0.24	"
"There is nothing inherently irrational about the theory of evolution being used to explain life in the physical universe, yet creation begins with an irrational premise, that we can ""know"" about the ""unknowable"".","1","NP,@S,5.41	VP,.,4.83	VP,ADJP,2.35	VBZ,ADVP,5.77	RB,@ADJP,1.36	JJ,PP,2.35	IN,NP,1.85	NP,PP,2.49	NP,PP,2.28	DT,NN,0.03	IN,NP,2.78	NP,VP,3.11	VBG,VP,3.15	VP,SBAR,3.81	VP,PRN,1.06	VBN,S,0.68	TO,VP,0.87	VP,PP,0.86	VB,NP,5.69	IN,NP,0.02	DT,@NP,0.00	JJ,NN,0.13	,,@PRN,0.38	S,,,0.11	NP,VP,2.91	RB,NN,0.01	VBZ,PP,0.36	IN,NP,0.72	DT,@NP,0.40	JJ,NN,2.68	IN,S,0.79	NP,VP,0.50	MD,VP,0.23	``,@VP,0.03	VB,'',0.00	IN,X,0.14	DT,ADJP,0.37	``,@ADJP,0.47	JJ,'',2.04	"
"I haven't an once of hate for you or any other fellow American. You are welcome in my America. Too bad you presume to tell me I'm not welcome in yours, especiallly since it ain't.","1","NP,@S,3.42	VP,.,2.36	VP,NP,2.57	VBP,RB,0.01	DT,@NP,4.05	NP,NP,3.40	NP,CC,3.75	NP,PP,1.75	IN,NP,2.08	NP,PP,5.63	IN,NP,0.02	NP,ADJP,0.04	DT,@NP,0.00	JJ,JJ,0.00	"
"Not at all, it's just that other posters that often agree with you in just about every way want to call themselves conservatives (they've called Clinton a conservative, Bush a liberal, etc.) so it does get difficult to sort it all out sometimes.","1","PP,@S,5.73	RB,PP,0.20	IN,NP,0.00	,,@S,6.14	S,.,5.52	S,S,1.79	S,IN,3.96	S,PRN,0.72	NP,VP,2.06	VBZ,SBAR,1.40	RB,@SBAR,0.01	IN,S,0.11	NP,VP,1.83	NP,SBAR,3.60	JJ,NNS,0.23	WHNP,S,4.38	ADVP,VP,2.82	VP,PP,2.62	VBP,PP,0.66	IN,NP,0.00	IN,PP,0.23	ADVP,@PP,0.37	IN,NP,0.09	DT,NN,0.01	VBP,S,0.16	TO,VP,0.11	VP,NP,0.18	VB,NP,0.02	-LRB-,@PRN,3.66	S,-RRB-,3.31	NP,VP,2.60	VBP,VP,1.37	VBN,S,1.05	NP,NP,0.57	NP,NP,2.45	NP,,,0.19	DT,JJ,0.00	NP,FW,0.44	NP,,,0.30	NP,NP,0.16	DT,JJ,0.07	NP,VP,4.71	VBZ,VP,3.57	VP,ADVP,3.89	VB,ADJP,4.53	JJ,S,5.49	TO,VP,0.25	VP,ADVP,0.12	VB,NP,0.03	DT,RP,5.69	"
"The Creation Museum, like Creation magazine, the radio program Answers   with Ken Ham, and the other outreaches of Answers in Genesis, is dedicated to giving people real answers about the scientific, religious, philosophical and ethical debates of our day. Christians can have real, meaty answers to the evolutionary attacks on God's Word.","1","NP,@S,1.16	DT,@NP,0.92	NNP,NNP,0.86	,,@S,3.86	PP,@S,6.16	IN,NP,0.34	NNP,NN,0.27	,,@S,7.38	NP,@S,6.53	NP,,,0.39	NP,NP,4.12	NP,CC,2.10	NP,,,1.54	NP,PP,1.40	DT,@NP,0.25	NN,@NP,0.48	NN,NNS,0.24	IN,NP,0.53	NNP,NNP,0.11	NP,PP,0.07	DT,@NP,0.12	JJ,NNS,0.23	IN,NP,0.15	NP,PP,0.12	IN,NP,0.23	VP,.,5.75	VBZ,VP,4.26	VBN,PP,3.46	TO,S,0.76	VP,NP,1.12	VBG,NP,0.01	NP,PP,1.74	JJ,NNS,5.81	IN,NP,0.58	NP,PP,1.38	DT,@NP,1.05	ADJP,NNS,0.53	JJ,@ADJP,0.30	,,@ADJP,0.40	JJ,@ADJP,0.35	,,@ADJP,0.58	ADJP,JJ,0.88	JJ,CC,5.34	IN,NP,0.21	PRP$,NN,0.01	"
"I see you ARE shooting yourself in the foot. Ok. Your progatative.","1","NP,@S,3.62	VP,.,3.08	VBP,SBAR,3.23	NP,VP,3.51	VBP,VP,4.07	VP,PP,1.56	JJ,NP,5.17	IN,NP,0.03	DT,NN,0.21	"
